id,status_groundtruth,title,content,tanggal
15456,Benar,CEK FAKTA: Benarkah Ada 2.500 Tambang Ilegal di RI Seperti Kata Cak Imin?,CEK FAKTA: Benarkah Ada 2.500 Tambang Ilegal di RI Seperti Kata Cak Imin?,2024-01-23
15450,Benar,"(CEK FAKTA Debat) Mahfud MD: Impor Pangan di Era Jokowi Makin Banyak, Benarkah?","Calon wakil presiden nomor urut 3 Mahfud MD menyebut impor pangan di era pemerintahan Joko Widodo semakin banyak. ""Pada 17 Februari 2019 dalam sebuah debat calon presiden, Pak Prabowo mengatakan bahwa Pak Jokowi menyampaikan tidak akan mengimpor komoditas pangan jika nanti terpilih jadi presiden. Ternyata, kata Prabowo, empat tahun memimpin, Pak Jokowi masih mengimpor dan itu merugikan banyak petani. Itu pertanyaan Pak Prabowo kepada Pak Jokowi saat itu,"" kata Mahfud MD dalam debat keempat cawapres Pemilu 2024 di Jakarta Convention Center (JCC) Jakarta, Minggu (21/1/2024). Saat itu Mahfud MD meminta tanggapan dari Gibran mengenai fakta pemerintahan Jokowi masih mengimpor pangan. ""Faktanya, per hari ini, impor kedelai 2 juta ton. Susu 280 ton, gula pasir 4 juta ton, beras 2,8 juta ton, daging sapi... Semakin banyak ini angkanya, semakin banyak impornya,"" kata Mahfud MD.",2024-01-23
15447,Benar,Cek Fakta: Mahfud MD Sebut Impor Pangan pada Masa Jokowi Semakin Banyak,"Debat Cawapres untuk Pemilu 2024 berlangsung di Jakarta Convention Centre (JCC), Senayan, Minggu (21/1/2024) malam. Dalam debat tersebut, cawapres nomor urut 03 Mahfud MD menyebut pada masa pemerintahan Presiden RI Jokowi impor pangan semakin banyak. Inilah pernyataan lengkap yang disampaikan Cawapres nomor urut 03 Mahfud MD dalam Debat Pilpres 2024 seri keempat: “Pada 17 Februari 2019 dalam sebuah debat presiden, Prabowo mengatakan bahwa Jokowi itu tidak akan mengimpor komoditas pangan jika nanti terpilih jadi presiden. Ternyata kata Prabowo, empat tahun memimpin, Jokowi masih mengimpor dan itu merugikan banyak petani. Itu pertanyaan Pak Prabowo kepada Pak Jokowi saat itu.”",2024-01-23
15438,Benar,"[SALAH] Kunjungi Makassar, Anies Baswedan Disambut Petinggi Partai Golkar","“Pak Anies ke Makassar disambut petinggi Golkar, gimana ceritanya?”",2024-01-22
15421,Benar,CEK FAKTA: Uji Klaim Mahfud MD Sebut Proyek Food Estate Gagal,"Calon Wakil Presiden (Cawapres) nomor urut 03 Mahfud MD mengatakan bahwa program food estate merupakan proyek yang gagal. Hal itu disampaikan oleh Mahfud pada Debat Keempat atau Debat Cawapres Kedua di Jakarta Convention Center (JCC), Minggu (21/1/2024). ""Jangan seperti food estate, yang gagal dan merusak lingkungan. Yang benar aja, rugi dong,"" ujar Mahfud, Minggu (21/1/2024). Adapun program food estate dilaksanakan sejak pertengahan 2020 pada area lahan sekitar 30.000 hektare. Namun demikian, pada saat yang sama, impor beras mencapai level tertinggi dalam lima tahun terakhir.",2024-01-22
15420,Benar,"CEK FAKTA: Cak Imin Singgung Anggaran Krisis Iklim Sedikit, Benarkah?","Calon Wakil Presiden (Cawapres) nomor urut 01 Muhaimin Iskandar atau Cak Imin mengatakan bahwa anggaran untuk mengatasi krisis iklim di Indonesia jauh di bawah anggaran sektor-sektor lainnya. Hal itu disampaikan oleh Cak Imin pada Debat Keempat atau Debat Cawapres Kedua di Jakarta Convention Center (JCC), Minggu (21/1/2024). Cak Imin mengatakan, krisis iklim dan bencana ekologis terjadi di mana-mana sehingga negara harus serius mengatasinya. ""Kita melihat ada yang namanya krisis iklim tidak diatasi dengan serius. Bahkan, kita ditunjukkan anggaran mengatasi krisis iklim jauh di bawah anggaran sektor-sektor lainnya,"" kata Cak Imin, Minggu (21/1/2024).",2024-01-22
15419,Benar,"Benar, Klaim Muhaimin Iskandar bahwa 16 juta Petani Hanya Memiliki 0,5 Hektare Tanah","Calon Wakil Presiden nomor urut 1, Muhaimin Iskandar, mengatakan merujuk sensus pertanian 10 tahun terakhir, telah terjadi jumlah rumah tangga petani gurem hampir 3 juta. Ini artinya 16 juta hanya memiliki tanah setengah hektare. ""Assalamualaikum Wr Wb. Selamat malam salam sejahtera untuk kita semua. KH Hasyim Ashari, pendiri NU mengatakan petani adalah penolong negeri. Akan tetapi hari ini kita menyaksikan negara dan pemerintah abai terhadap nasib petani dan nelayan kita. Hari ini kita menyaksikan bahwa hasil sensus BPS pertanian kita bahwa sepuluh tahun terakhir ini telah terjadi kenaikan jumlah petani rumah tangga gurem, rumah tangga petani gurem berjumlah hampir 3 juta. Ini artinya 16 juta rumah tangga petani hanya memiliki tanah setengah hektar. Sementara ada seseorang yang memiliki tanah 500 ribu hektare sebagai kekuasaan yang diberikan negara kepadanya,"" kata Muhaimin dalam debat debat cawapres yang digelar KPU, Minggu, 21 Januari 2024. Benarkah klaim tersebut?",2024-01-22
15417,Benar,"Benar, Klaim Muhaimin Iskandar bahwa 16 juta Petani Hanya Memiliki 0,5 Hektare Tanah","Calon Wakil Presiden nomor urut 1, Muhaimin Iskandar, mengatakan merujuk sensus pertanian 10 tahun terakhir, telah terjadi jumlah rumah tangga petani gurem hampir 3 juta. Ini artinya 16 juta hanya memiliki tanah setengah hektare. ""Assalamualaikum Wr Wb. Selamat malam salam sejahtera untuk kita semua. KH Hasyim Ashari, pendiri NU mengatakan petani adalah penolong negeri. Akan tetapi hari ini kita menyaksikan negara dan pemerintah abai terhadap nasib petani dan nelayan kita. Hari ini kita menyaksikan bahwa hasil sensus BPS pertanian kita bahwa sepuluh tahun terakhir ini telah terjadi kenaikan jumlah petani rumah tangga gurem, rumah tangga petani gurem berjumlah hampir 3 juta. Ini artinya 16 juta rumah tangga petani hanya memiliki tanah setengah hektar. Sementara ada seseorang yang memiliki tanah 500 ribu hektare sebagai kekuasaan yang diberikan negara kepadanya,"" kata Muhaimin dalam debat debat cawapres yang digelar KPU, Minggu, 21 Januari 2024. Benarkah klaim tersebut?",2024-01-22
15395,Benar,"Benar, Klaim Mahfud MD Bahwa Food Estate Program Gagal","Calon Wakil Presiden nomor urut 03, Mahfud MD, menyatakan bahwa program food estate atau lumbung pangan yang dikerjakan Kementerian Pertahanan RI, merupakan proyek gagal. Dia mengatakan program itu tidak membuahkan hasil dan berdampak pada kerusakan lingkungan dan menyebakan kerugian bagi negara. “Tetapi saya tidak melihat pemerintah melakukan langkah-langkah untuk menjaga kelestarian lingkungan. Maka kami punya program petani, di laut jaya, nelayan sejahtera. Jangan seperti food estate yang gagal dan merusak lingkungan, yang bener aja, rugi dong kita,” katanya dalam Debat Cawapres Pilpres yang digelar KPU, Minggu 21 Januari 2024. Namun, benarkah klaim Mahfud bahwa food estate adalah program yang gagal?",2024-01-21
15391,Benar,"Benar, Klaim Muhaimin Iskandar bahwa Target Energi Baru dan Terbarukan di Indonesia Turun dari 25 persen ke 17 persen","Calon Wakil Presiden RI Muhaimin Iskandar mengatakan bahwa target energi baru dan terbarukan di Indonesia tahun 2025, berkurang dari 23% menjadi 17%. “Memang pajak karbon ini salah satu, bukan satu-satunya. Yang paling penting adalah dipersiapkan transisi energi baru dan terbarukan. Sayangnya, Komitmen pemerintah hari ini tidak serius. Target energi baru dan terbarukan yang mestinya kita harus punya target 2025, berkurang dari 23 justru diturunkan jadi 17%,” kata Muhaimin dalam Debat Kandidat KPU, Minggu 21 Januari 2023. Benarkah klaim tersebut?",2024-01-21
15388,Benar,"Benar, Klaim Muhaimin bahwa Anggaran untuk Mengatasi Krisis Iklim Indonesia di bawah Anggaran Sektor Lainnya","Calon Wakil Presiden nomor urut 1, Muhaimin Iskandar, menyatakan bahwa anggaran untuk mengatasi krisis iklim di Indonesia jauh di bawah anggaran sektor-sektor lainnya. “Krisis Iklim harus dimulai dengan etika. Sekali lagi etika. Etika lingkungan ini intinya adalah keseimbangan antara manusia dan alam. Tidak menang-menangan. Seimbang manusia dan alam. Akan tetapi kita menyaksikan bahwa kita tidak seimbang dalam melaksanakan pembangunan kita. Kita melihat ada yang namanya krisis iklim tidak diatasi dengan serius. Bahkan kita ditunjukkan bahwa anggaran mengatasi krisis iklim jauh di bawah anggaran sektor-sektor lainnya,” kata Muhaimin dalam debat cawapres oleh KPU, Minggu, 21 Januari 2024. Benarkah klaim tersebut?",2024-01-21
15386,Benar,"Cek Fakta: Mahfud MD Sebut Orde Baru Batalkan Tanah Adat Secara Hukum, Benarkah?","Calon Wakil Presiden nomor urut tiga Mahfud MD menyebut orde baru batalkan tanah adat secara hukum. Pernyataan Mahfud tersebut dilontarkan saat debat cawapres, pada Minggu (21/1/2024). Berikut pernyataan Cak Mahfud MD: ""Di masa Soekarno, tanah adat sudah dinyatakan sah secara hukum dan dibatalkan saat orde baru"" Benarkah penyataan Mahfud MD orde baru batalkan tanah adat secara hukum?",2024-01-22
15384,Benar,"Cek Fakta: Mahfud MD Sebut 17 Juta Petani Rerata Hanya Kuasai 0,5 Hektare","Debat Cawapres untuk Pemilu 2024 berlangsung di Jakarta Convention Centre (JCC), Senayan, Minggu (21/1/2024) malam. Cawapres 03 Mahfud MD menyebut sebanyak 17 juta petani di Indonesia rata-rata hanya menguasai lahan seluas 0,5 hektare. Inilah pernyataan lengkap yang disampaikan cawapres nomor urut 03 Mahfud MD dalam Debat Pilpres 2024 seri keempat: “Jadi kalau melihat ketimpangan penguasaan tanah itu memang bisnis sawit, itu 39 hektar hanya segelintir orang di bisnis sawit. Sementara para petani kita 17 juta orang petani kalau dirata-ratakan hanya menguasai 0,5 hektar.”",2024-01-22
15378,Benar,Cek Fakta: Mahfud MD Sebut Deforestasi dalam 10 Tahun Terakhir Lebih Luas dari 23 Kali Pulau Madura,"Debat Cawapres untuk Pemilu 2024 berlangsung di Jakarta Convention Centre (JCC), Senayan, Minggu (21/1/2024) malam. Cawapres nomor urut 03 Mahfud MD menyebut bahwa deforestasi di Indonesia dalam 10 tahun terakhir lebih luas dibandingkan 23 kali luas Pulau Madura, dan luas wilayah Korea Selatan (Korsel). Inilah pernyataan lengkap yang disampaikan Mahfud MD dalam Debat Pilpres 2024 seri keempat: “Data 10 tahun terjadi deforestasi 12,85 juta hektar. Itu lebih luas dari Korsel dan 23 kali luasnya Pulau Madura di mana saya tinggal. Ini deforestasi dalam 10 tahun terakhir.” Mahfud menyampaikan hal tersebut sebagai tanggapan atas pernyataan cawapres nomor urut 2 Gibran Rakabuming Raka soal pencabutan izin usaha pertambangan (IUP) apabila ada perusahaan yang tak menjaga lingkungan dalam menjalankan usahanya.",2024-01-22
35309,Salah,Cek Fakta: Tidak Benar Ini Link Pendaftaran Pencairan BLT Lewat Handphone,"Liputan6.com, Jakarta - Cek Fakta Liputan6.com mendapati klaim link pendaftaran pencairan BLT lewat handphone, informasi tersebut diunggah salah satu akun Facebook, pada 16 Juni 2026. Klaim link pendaftaran pencairan BLT lewat handphone berupa poster digital yang di dalamnya terdapat tulisan sebagai berikut. "" BLT (Bantuan langsung tunai) KLAIM SEKARANG BLT RP.900RB SIAP MASUK KANTONG"" Poster tersebut diberi keterangan sebagai berikut. ""BANTUAN BLT TELAH CAIR SEGERA CEK DAN CAIRKAN PENDAFTARAN LEWAT HANPHONE...!!!"" Dalam unggahan tersebut terdapat menu daftar, jika diklik akan muncul link berikut. ""https://bansospkh.daftarinf0.my.id/?fbclid=IwY2xjawSkWpJleHRuA2FlbQIxMQBicmlkETFjN3NTZzJ4TTV4UzZhaERZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgL_k-aVq2k3OdEXTuQaEZYpXbz-3Laxiu3r4vU8-wDH3x7b-ny2UVKmrRwV_aem_qDocJdDPx5jiPwtJzbVTkg"" Link tersebut mengarah pada halaman situs, dengan tampilan formulir digital yang meminta sejumlah identitas seperti nama dan nomor Telegram. Benarkah klaim link pendaftaran pencairan BLT lewat handphone? Simak penelusuran Cek Fakta Liputan6.com.",2026-06-21
35304,Salah,"Salah, Puan Maharani Sebut Pemerintah Harus Genjot Pajak Rakyat","tirto.id - Sebuah unggahan video beredar di media sosial Facebook mengklaim Ketua Dewan Perwakilan Rakyat RI Puan Maharani menyebutkan bahwa pemerintah harus menggenjot penarikan pajak dari rakyat untuk menekan hutang negara kepada pihak asing. Unggahan tersebut disebarkan oleh akun Facebook bernama “Macoco Kento” (arsip) pada Minggu (14/06/2026). Unggahan video berdurasi 11 detik tersebut menampilkan Puan tengah menyampaikan pidato dengan pakaian kebaya berwarna merah, lengkap dengan mikrofon, dan ornamen ukiran kayu khas ruang sidang paripurna. Kemudian cuplikan video disambung dengan gambar Spongebob dengan suara gelak tawa. let gpt_inline2 = window.googletag || {cmd: []};gpt_inline2.cmd.push(function() {gpt_inline2.defineSlot('/22201407306/tirto-desktop/inline-2', [[336, 280], [300, 250]], 'gpt-inline2-passback').addService(gpt_inline2.pubads());gpt_inline2.pubads().enableSingleRequest();gpt_inline2.pubads().collapseEmptyDivs();gpt_inline2.enableServices();gpt_inline2.display('gpt-inline2-passback');}); “Kita harus genjot pajak dari rakyat, untuk menekan hutang kita ke pihak asing.” Begitu narasi yang diucapkan Puan dalam video. let gpt_inline3 = window.googletag || {cmd: []};gpt_inline3.cmd.push(function() {gpt_inline3.defineSlot('/22201407306/tirto-desktop/inline-3', [[336, 280], [300, 250]], 'gpt-inline3-passback').addService(gpt_inline3.pubads());gpt_inline3.pubads().enableSingleRequest();gpt_inline3.pubads().collapseEmptyDivs();gpt_inline3.enableServices();gpt_inline3.display('gpt-inline3-passback');}); #gpt-inline3-passback{text-align:center;} Pengunggah juga menuliskan keterangan dalam unggahan, “Kita Harus Genjot Pajak kata DPR RI nggaa faedah buat Rakyat Indonesia..” let gpt_inline4 = window.googletag || {cmd: []};gpt_inline4.cmd.push(function() {gpt_inline4.defineSlot('/22201407306/tirto-desktop/inline-4', [[336, 280], [300, 250]], 'gpt-inline4-passback').addService(gpt_inline4.pubads());gpt_inline4.pubads().enableSingleRequest();gpt_inline4.pubads().collapseEmptyDivs();gpt_inline4.enableServices();gpt_inline4.display('gpt-inline4-passback');}); #gpt-inline4-passback{text-align:center;} Sampai artikel ini ditulis pada Jumat (19/06/2026), unggahan tersebut telah mendapatkan 455 likes, 648 komentar, 173 kali dibagikan, dan 81 ribu kali ditonton. Kolom komentar dipenuhi dengan kritik negatif masyarakat terhadap pemerintah dan Puan. Tirto juga menemukan unggahan serupa pada akun Facebook “Rajud Rajud,” “Mega Busana,” “Sayyid Alfaqir"" dalam obrolan grup Keluarga Besar Nahdlatul Ulama,” akun Instagram @rw7159347 dan akun TikTok @dachlansejatieh. Semua unggahan tersebut menampilkan video serupa, terkait Puan menyampaikan bahwa pemerintah harus menggenjot pajak rakyat. Lantas, benarkah Puan menyebutkan bahwa pemerintah harus menggenjot penarikan pajak dari rakyat untuk menekan hutang negara kepada pihak asing? Baca juga:Tidak Benar, Puan Maharani Resmi Jadi Tersangka Kasus Korupsi Periksa Fakta DPR Minta Genjot pajak Dari Rakyat. foto/Hotline periksa fakta tirto",2026-06-20
35303,Salah,"Tidak Benar, Gambar Korban Hantavirus di Jakarta","tirto.id - Sebuah unggahan beredar di media sosial Facebook mengklaim Dinas Kesehatan DKI Jakarta menemukan 4 kasus hantavirus dan menunjukkan gambar seorang perempuan yang diklaim sebagai korban hantavirus. Unggahan tersebut disebarkan oleh akun Facebook “Peserta anonim” (arsip) pada Sabtu (16/05/2026). Unggahan tersebut memperlihatkan gambar wanita berbaju hitam yang terbaring di ranjang rumah sakit seperti mengalami kondisi darurat medis, hingga mengeluarkan busa dari mulutnya. let gpt_inline2 = window.googletag || {cmd: []};gpt_inline2.cmd.push(function() {gpt_inline2.defineSlot('/22201407306/tirto-desktop/inline-2', [[336, 280], [300, 250]], 'gpt-inline2-passback').addService(gpt_inline2.pubads());gpt_inline2.pubads().enableSingleRequest();gpt_inline2.pubads().collapseEmptyDivs();gpt_inline2.enableServices();gpt_inline2.display('gpt-inline2-passback');}); “BREAKING NEWS. Virus Baru Lagi? Warga Diminta Waspada!” TIMOTHYSHORTFORM. DINKES DKI TEMUKAN 4 KASUS HANTAVIRUS DI JAKARTA, MINTA WARGA WASPADA!” Begitu klaim tertulis dalam gambar. let gpt_inline3 = window.googletag || {cmd: []};gpt_inline3.cmd.push(function() {gpt_inline3.defineSlot('/22201407306/tirto-desktop/inline-3', [[336, 280], [300, 250]], 'gpt-inline3-passback').addService(gpt_inline3.pubads());gpt_inline3.pubads().enableSingleRequest();gpt_inline3.pubads().collapseEmptyDivs();gpt_inline3.enableServices();gpt_inline3.display('gpt-inline3-passback');}); #gpt-inline3-passback{text-align:center;} Pengunggah juga menuliskan keterangan dalam unggahan, “Kalau masuk Alor ujung2 nanti PPPK PW dong yang kerja setengah mati. Tapi dong pu kesejahteraan kam tidak perhatikan.” let gpt_inline4 = window.googletag || {cmd: []};gpt_inline4.cmd.push(function() {gpt_inline4.defineSlot('/22201407306/tirto-desktop/inline-4', [[336, 280], [300, 250]], 'gpt-inline4-passback').addService(gpt_inline4.pubads());gpt_inline4.pubads().enableSingleRequest();gpt_inline4.pubads().collapseEmptyDivs();gpt_inline4.enableServices();gpt_inline4.display('gpt-inline4-passback');}); #gpt-inline4-passback{text-align:center;} Sampai artikel ini ditulis pada Jumat (19/06/2026), unggahan tersebut telah mendapatkan 93 likes, 34 komentar, dan 2 kali dibagikan. Kolom komentar dipenuhi reaksi ketidakpercayaan masyarakat terhadap vaksin dan sebagian menuliskan bahwa vaksin adalah bisnis elit global. “Bisnis Elit global sekaligus misi kontrol populasi. Belajar dari pengalaman kemarin.” Begitu tulis salah satu komentar. Tirto juga menemukan unggahan serupa pada akun Facebook “Josick Taslulu,” “Alor Nusa Kenari,” dan akun TikTok @al_afiliate123 dan @urbanizen yang menggabungkan gambar yang beredar dengan reportase berita. Lantas, benarkah foto tersebut merupakan gambar dari korban hantavirus di Jakarta? Baca juga:Dinkes Tangsel Imbau Warga Waspada Hantavirus & Jaga Kebersihan Periksa Fakta Kasus hantavirus di Jakarta. foto/hotline periksa fakta tirto",2026-06-19
35301,Salah,"Tidak Benar, Bahlil Umumkan Harga Pertamax Turun Jadi Rp10.500","tirto.id - Isu terkait penyesuaian harga BBM non-subsidi seperti Pertamax, pembatasan pembelian BBM, dan kepastian pasokan nasional terus menjadi sorotan di tengah dinamika harga minyak dunia. Teranyar, beredar di media sosial Facebook unggahan yang mengklaim Menteri Energi dan Sumber Daya Mineral RI Bahlil Lahadalia mengumumkan penurunan harga Pertamax menjadi Rp10.500 dampak dari minyak dunia yang mulai turun. let gpt_inline2 = window.googletag || {cmd: []};gpt_inline2.cmd.push(function() {gpt_inline2.defineSlot('/22201407306/tirto-desktop/inline-2', [[336, 280], [300, 250]], 'gpt-inline2-passback').addService(gpt_inline2.pubads());gpt_inline2.pubads().enableSingleRequest();gpt_inline2.pubads().collapseEmptyDivs();gpt_inline2.enableServices();gpt_inline2.display('gpt-inline2-passback');}); Unggahan tersebut disebarkan oleh akun Facebook bernama “Desita Dini” (arsip) pada Selasa (16/06/2026). Unggahan tersebut menampilkan gambar Bahlil seperti tengah diwawancarai. let gpt_inline3 = window.googletag || {cmd: []};gpt_inline3.cmd.push(function() {gpt_inline3.defineSlot('/22201407306/tirto-desktop/inline-3', [[336, 280], [300, 250]], 'gpt-inline3-passback').addService(gpt_inline3.pubads());gpt_inline3.pubads().enableSingleRequest();gpt_inline3.pubads().collapseEmptyDivs();gpt_inline3.enableServices();gpt_inline3.display('gpt-inline3-passback');}); #gpt-inline3-passback{text-align:center;} “Bahlil Menegaskan Pertamax Menjadi 10.500 per Liter Mulai Besok Karena Harga Minyak Dunia Mulai Turun,” begitu narasi tertulis dalam gambar. let gpt_inline4 = window.googletag || {cmd: []};gpt_inline4.cmd.push(function() {gpt_inline4.defineSlot('/22201407306/tirto-desktop/inline-4', [[336, 280], [300, 250]], 'gpt-inline4-passback').addService(gpt_inline4.pubads());gpt_inline4.pubads().enableSingleRequest();gpt_inline4.pubads().collapseEmptyDivs();gpt_inline4.enableServices();gpt_inline4.display('gpt-inline4-passback');}); #gpt-inline4-passback{text-align:center;} Pengunggah juga menambahkan keterangan, “MBGmas bahlil ganteng. Harga minyak dunia turun, dampaknya harga BBM non- subsidi di Indonesia bakal diturunkan. Itu janji Pak Bahlil. Selama ini Pak Bahlil, senantiasa menjaga ucapannya.” Sampai artikel ini ditulis pada Kamis (18/06/2026), unggahan tersebut telah mendapatkan 136 likes, 51 komentar, dan 5 kali dibagikan. Kolom komentar dipenuhi pertanyaan masyarakat terkait kebenaran informasi tersebut. Tirto juga menemukan unggahan serupa pada akun Facebook “Sar Aneuk Aceh,” “Dani Maulana,” dan ""Sarwansyah"". Semua unggahan tersebut menampilkan gambar serupa terkait klaim Bahlil umumkan harga Pertamax turun Rp10.500 imbas turunnya harga minyak dunia. Lantas, bagaimana kebenaran klaim tersebut? Baca juga:DPR: Mengikuti Minyak Dunia, Harga Pertamax Harusnya Rp20 Ribu Periksa Fakta harga pertamax turun. foto/Hotline periksa faktatirto",2026-06-18
35300,Salah,"Salah, Jubir ESDM Minta Warga Pakai Solar Jika Pertamax Naik","tirto.id - Beredar unggahan di media sosial Threads mengklaim sebuah artikel diterbitkan dengan menuliskan klaim bahwa Juru Bicara Kementerian ESDM Dwi Anggia meminta masyarakat untuk menggunakan solar yang berharga murah sebagai ganti jika Pertamax naik harga. Unggahan tersebut disebarkan oleh akun Threads @wildan_sma (arsip) pada Senin (15/06/2026). Dalam unggahan tersebut memperlihatkan Dwi Anggia mengenakan baju putih dan kerudung merah muda. let gpt_inline2 = window.googletag || {cmd: []};gpt_inline2.cmd.push(function() {gpt_inline2.defineSlot('/22201407306/tirto-desktop/inline-2', [[336, 280], [300, 250]], 'gpt-inline2-passback').addService(gpt_inline2.pubads());gpt_inline2.pubads().enableSingleRequest();gpt_inline2.pubads().collapseEmptyDivs();gpt_inline2.enableServices();gpt_inline2.display('gpt-inline2-passback');}); “KOMPOS.CORN. Pertamax Jadi Rp 16.250 per Liter. Dwi Anggia, selaku Jubir Menteri ESDM : Ada Solar Yang Murah, Pakai Itu Saja. Sama-sama BBM kan?” Begitu narasi tertulis dalam gambar. let gpt_inline3 = window.googletag || {cmd: []};gpt_inline3.cmd.push(function() {gpt_inline3.defineSlot('/22201407306/tirto-desktop/inline-3', [[336, 280], [300, 250]], 'gpt-inline3-passback').addService(gpt_inline3.pubads());gpt_inline3.pubads().enableSingleRequest();gpt_inline3.pubads().collapseEmptyDivs();gpt_inline3.enableServices();gpt_inline3.display('gpt-inline3-passback');}); #gpt-inline3-passback{text-align:center;} Pengunggah juga menuliskan narasi, “Mungkin ibu ini gak tau kalo Mobil Juga pake OLI 😁,” dalam unggahan tersebut. let gpt_inline4 = window.googletag || {cmd: []};gpt_inline4.cmd.push(function() {gpt_inline4.defineSlot('/22201407306/tirto-desktop/inline-4', [[336, 280], [300, 250]], 'gpt-inline4-passback').addService(gpt_inline4.pubads());gpt_inline4.pubads().enableSingleRequest();gpt_inline4.pubads().collapseEmptyDivs();gpt_inline4.enableServices();gpt_inline4.display('gpt-inline4-passback');}); #gpt-inline4-passback{text-align:center;} Sampai artikel ini ditulis pada Rabu (17/06/2026), unggahan tersebut telah mendapatkan 2 komentar dan 186 kali dilihat. Salah satu komentar menuliskan kritik terhadap pemerintahan. “Ya Tuhan , Indonesia ngak kekurangan orang pintar ...kenapa yg masuk pemerintahan sebagian besar orang 1/2 kurang full gini 😭😭.” Begitu salah satu komentar dalam unggahan. Tirto juga menemukan unggahan serupa pada akun Facebook “Lala Lele,” akun Instagram @viralitasterkini dan akun X @LambeSahamjja. Semua unggahan tersebut menampilkan unggahan serupa terkait Jubir ESDM minta warga pakai solar murah jika Pertamax naik harga. Lantas, bagaimana kebenaran klaim tersebut? Baca juga:Harga Pertamax Naik, Warga Beralih ke Pertalite di Subang Periksa Fakta Jubir ESDM. FOTO/Hotline Periksa Fakta Tirto",2026-06-18
35299,Salah,"Keliru, AstraZeneca Berarti Jalan Menuju Kematian","tirto.id - Vaksin rentan dijadikan berita misinformasi dengan menyebutkan berbagai klaim dan narasi yang tidak memiliki referensi yang jelas. Salah satu yang kembali beredar adalah sebuah unggahan di media sosial Facebook mengklaim AstraZeneca memiliki arti nama sebagai jalan menuju kematian. Narasi ini dapat memicu kepanikan dan ketakutan masyarakat dalam penggunaan vaksin. let gpt_inline2 = window.googletag || {cmd: []};gpt_inline2.cmd.push(function() {gpt_inline2.defineSlot('/22201407306/tirto-desktop/inline-2', [[336, 280], [300, 250]], 'gpt-inline2-passback').addService(gpt_inline2.pubads());gpt_inline2.pubads().enableSingleRequest();gpt_inline2.pubads().collapseEmptyDivs();gpt_inline2.enableServices();gpt_inline2.display('gpt-inline2-passback');}); Unggahan tersebut disebarkan oleh akun Facebook bernama “Olipyu” (arsip) pada Senin (9/2/2026). Unggahan tersebut memperlihatkan terjemahan Google Translate a stra ze neca dari bahasa Latin ke bahasa Indonesia yang diklaim berarti jalan menuju kematian. let gpt_inline3 = window.googletag || {cmd: []};gpt_inline3.cmd.push(function() {gpt_inline3.defineSlot('/22201407306/tirto-desktop/inline-3', [[336, 280], [300, 250]], 'gpt-inline3-passback').addService(gpt_inline3.pubads());gpt_inline3.pubads().enableSingleRequest();gpt_inline3.pubads().collapseEmptyDivs();gpt_inline3.enableServices();gpt_inline3.display('gpt-inline3-passback');}); #gpt-inline3-passback{text-align:center;} “Konspirasi Baru, Kalian ingat?? Nama obat vaksin itu Astra zeneca??? Dan yupp artinya jalan menuju kematian... Njirr merinding,” begitu narasi tertulis dalam keterangan unggahan. let gpt_inline4 = window.googletag || {cmd: []};gpt_inline4.cmd.push(function() {gpt_inline4.defineSlot('/22201407306/tirto-desktop/inline-4', [[336, 280], [300, 250]], 'gpt-inline4-passback').addService(gpt_inline4.pubads());gpt_inline4.pubads().enableSingleRequest();gpt_inline4.pubads().collapseEmptyDivs();gpt_inline4.enableServices();gpt_inline4.display('gpt-inline4-passback');}); #gpt-inline4-passback{text-align:center;} Sampai artikel ini ditulis pada Rabu (17/06/2026), unggahan tersebut telah mendapatkan 19 likes dan 23 komentar. Tirto juga menemukan unggahan serupa pada akun Facebook “Jacky Geovani,” Threads @donnyra, dan X @MurtadhaOne1. Semua unggahan tersebut menampilkan gambar serupa yaitu hasil terjemahan Google Translate AstraZeneca yang berarti jalan menuju kematian. Lantas, benarkah AstraZeneca berarti jalan menuju kematian? Baca juga:BPOM: Manfaat AstraZeneca Lebih Besar daripada Efek Sampingnya Periksa Fakta Arti Astra Zeneca. FOTO/Hotline Periksa Fakta Tirto",2026-06-17
